batting_team,bowling_team,city,runs_left,balls_left,wickets,target_runs,cur_run_rate,req_run_rate,result
Mumbai Indians,Sunrisers Hyderabad,Mumbai,56,23,6,179,7.608247423,14.60869565,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,189,94,9,228,9.0,12.06382979,0
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,111,52,6,187,6.705882353,12.80769231,0
Kolkata Knight Riders,Rajasthan Royals,Jaipur,40,34,9,160,8.372093023,7.058823529,1
Kolkata Knight Riders,Kings XI Punjab,Chandigarh,36,51,8,139,8.956521739,4.235294118,1
Kings XI Punjab,Mumbai Indians,Mumbai,42,17,4,160,6.873786408,14.82352941,0
Kolkata Knight Riders,Chennai Super Kings,Chennai,84,38,7,201,8.56097561,13.26315789,0
Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,167,117,10,171,8.0,8.564102564,0
Mumbai Indians,Kings XI Punjab,Durban,87,70,7,120,3.96,7.457142857,0
Rajasthan Royals,Chennai Super Kings,Unknown,141,119,10,141,0.0,7.109243697,0
Mumbai Indians,Sunrisers Hyderabad,Visakhapatnam,93,28,1,178,5.543478261,19.92857143,0
Kolkata Knight Riders,Rajasthan Royals,Jaipur,40,26,7,166,8.042553191,9.230769231,1
Chennai Super Kings,Delhi Daredevils,Delhi,165,107,9,186,9.692307692,9.252336449,1
Mumbai Indians,Kings XI Punjab,Mumbai,47,11,4,178,7.211009174,25.63636364,0
Chennai Super Kings,Kings XI Punjab,Pune,113,69,7,165,6.117647059,9.826086957,1
Royal Challengers Bangalore,Delhi Daredevils,Delhi,52,23,6,192,8.659793814,13.56521739,0
Mumbai Indians,Sunrisers Hyderabad,Visakhapatnam,148,93,5,178,6.666666667,9.548387097,0
Rajasthan Royals,Mumbai Indians,Mumbai,97,90,10,134,7.4,6.466666667,1
Deccan Chargers,Chennai Super Kings,East London,83,47,4,179,7.890410959,10.59574468,0
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,213,108,9,224,5.5,11.83333333,0
Kings XI Punjab,Mumbai Indians,Mohali,181,111,10,188,4.666666667,9.783783784,1
Deccan Chargers,Rajasthan Royals,Hyderabad,105,104,10,127,8.25,6.057692308,1
Delhi Daredevils,Mumbai Indians,Visakhapatnam,197,113,10,207,8.571428571,10.46017699,0
Kings XI Punjab,Chennai Super Kings,Chennai,134,57,5,193,5.619047619,14.10526316,0
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,133,115,10,134,1.2,6.939130435,1
Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,132,60,7,208,7.6,13.2,0
Kings XI Punjab,Rajasthan Royals,Jaipur,133,88,8,162,5.4375,9.068181818,0
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,75,60,8,155,8.0,7.5,1
Rajasthan Royals,Kings XI Punjab,Chandigarh,3,7,8,146,7.592920354,2.571428571,1
Chennai Super Kings,Mumbai Indians,Chennai,96,59,5,160,6.295081967,9.762711864,0
Rajasthan Royals,Chennai Super Kings,Ahmedabad,131,98,10,157,7.090909091,8.020408163,1
Kolkata Knight Riders,Chennai Super Kings,Chennai,122,76,9,191,9.409090909,9.631578947,1
Rajasthan Royals,Royal Challengers Bangalore,Centurion,103,109,10,106,1.636363636,5.669724771,1
Deccan Chargers,Rajasthan Royals,Hyderabad,44,49,8,127,7.014084507,5.387755102,1
Delhi Daredevils,Chennai Super Kings,Chennai,120,84,8,169,8.166666667,8.571428571,0
Kings XI Punjab,Chennai Super Kings,Chandigarh,105,44,8,241,10.73684211,14.31818182,0
Royal Challengers Bangalore,Deccan Chargers,Hyderabad,121,58,6,176,5.322580645,12.51724138,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,83,65,7,146,6.872727273,7.661538462,1
Kolkata Knight Riders,Rajasthan Royals,Kolkata,127,115,10,133,7.2,6.626086957,1
Delhi Daredevils,Chennai Super Kings,Johannesburg,29,3,2,164,6.923076923,58.0,0
Kings XI Punjab,Chennai Super Kings,Mohali,79,75,10,173,12.53333333,6.32,1
Delhi Daredevils,Royal Challengers Bangalore,Delhi,124,80,8,184,9.0,9.3,0
Chennai Super Kings,Mumbai Indians,Mumbai,102,57,6,188,8.19047619,10.73684211,0
Deccan Chargers,Kolkata Knight Riders,Hyderabad,164,91,9,205,8.482758621,10.81318681,0
Delhi Daredevils,Mumbai Indians,East London,90,92,10,117,5.785714286,5.869565217,1
Royal Challengers Bangalore,Deccan Chargers,Hyderabad,103,102,9,133,10.0,6.058823529,0
Mumbai Indians,Kings XI Punjab,Chandigarh,44,20,6,169,7.5,13.2,1
Chennai Super Kings,Kings XI Punjab,Chennai,153,112,10,157,3.0,8.196428571,0
Mumbai Indians,Kings XI Punjab,Chandigarh,85,49,3,164,6.676056338,10.40816327,0
Royal Challengers Bangalore,Kings XI Punjab,Bangalore,34,24,3,139,6.5625,8.5,0
Kolkata Knight Riders,Chennai Super Kings,Kolkata,69,43,6,185,9.038961039,9.627906977,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,27,51,9,123,8.347826087,3.176470588,1
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,152,40,1,223,5.325,22.8,0
Delhi Capitals,Kolkata Knight Riders,Delhi,18,11,7,194,9.688073394,9.818181818,1
Delhi Daredevils,Kings XI Punjab,Delhi,88,58,6,158,6.774193548,9.103448276,0
Kolkata Knight Riders,Chennai Super Kings,Ranchi,105,81,6,149,6.769230769,7.777777778,0
Kolkata Knight Riders,Rajasthan Royals,Kolkata,39,62,8,82,4.448275862,3.774193548,1
Sunrisers Hyderabad,Delhi Daredevils,Hyderabad,121,87,10,167,8.363636364,8.344827586,1
Rajasthan Royals,Chennai Super Kings,Centurion,79,43,7,165,6.701298701,11.02325581,0
Delhi Daredevils,Kolkata Knight Riders,Raipur,133,112,10,137,3.0,7.125,1
Royal Challengers Bangalore,Chennai Super Kings,Chennai,153,94,8,184,7.153846154,9.765957447,0
Mumbai Indians,Chennai Super Kings,Mumbai,50,59,9,157,10.52459016,5.084745763,1
Kolkata Knight Riders,Delhi Daredevils,Kolkata,65,70,8,129,7.68,5.571428571,1
Delhi Daredevils,Chennai Super Kings,Johannesburg,142,95,8,164,5.28,8.968421053,0
Royal Challengers Bangalore,Chennai Super Kings,Chennai,162,87,8,206,8.0,11.17241379,0
Kings XI Punjab,Deccan Chargers,Chandigarh,79,34,6,191,7.813953488,13.94117647,1
Mumbai Indians,Chennai Super Kings,Chennai,82,46,6,166,6.810810811,10.69565217,0
Delhi Daredevils,Rajasthan Royals,Ahmedabad,106,26,2,202,6.127659574,24.46153846,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,101,34,5,228,8.860465116,17.82352941,0
Delhi Daredevils,Mumbai Indians,Mumbai,51,1,1,210,8.016806723,306.0,0
Rajasthan Royals,Kings XI Punjab,Cape Town,43,17,4,140,5.650485437,15.17647059,0
Chennai Super Kings,Kings XI Punjab,Cuttack,107,25,6,232,7.894736842,25.68,0
Delhi Daredevils,Mumbai Indians,Delhi,111,89,10,162,9.870967742,7.483146067,1
Kolkata Knight Riders,Sunrisers Hyderabad,Delhi,71,42,6,163,7.076923077,10.14285714,0
Delhi Daredevils,Royal Challengers Bangalore,Bangalore,23,3,3,158,6.923076923,46.0,0
Kolkata Knight Riders,Rajasthan Royals,Kolkata,122,113,10,133,9.428571429,6.477876106,1
Kolkata Knight Riders,Rajasthan Royals,Cape Town,52,29,5,151,6.527472527,10.75862069,0
Deccan Chargers,Chennai Super Kings,Mumbai,100,60,7,143,4.3,10.0,0
Delhi Daredevils,Deccan Chargers,Cuttack,93,68,9,172,9.115384615,8.205882353,0
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,105,18,3,206,5.941176471,35.0,0
Delhi Daredevils,Royal Challengers Bangalore,Bangalore,67,28,5,187,7.826086957,14.35714286,0
Chennai Super Kings,Kings XI Punjab,Dharamsala,166,94,8,193,6.230769231,10.59574468,1
Kings XI Punjab,Deccan Chargers,Dharamsala,167,93,8,199,7.111111111,10.77419355,0
Rajasthan Royals,Royal Challengers Bangalore,Bangalore,110,101,9,136,8.210526316,6.534653465,1
Rajasthan Royals,Delhi Daredevils,Delhi,31,16,5,185,8.884615385,11.625,1
Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,164,111,10,169,3.333333333,8.864864865,0
Chennai Super Kings,Mumbai Indians,Mumbai,39,28,8,158,7.760869565,8.357142857,1
Kolkata Knight Riders,Chennai Super Kings,Kolkata,5,5,7,166,8.4,6.0,1
Royal Challengers Bangalore,Rajasthan Royals,Bangalore,174,103,10,196,7.764705882,10.13592233,0
Mumbai Indians,Kings XI Punjab,Chandigarh,78,29,3,183,6.923076923,16.13793103,0
Kings XI Punjab,Deccan Chargers,Hyderabad,55,52,10,166,9.794117647,6.346153846,1
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,128,36,3,206,5.571428571,21.33333333,0
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,91,62,9,184,9.620689655,8.806451613,1
Royal Challengers Bangalore,Delhi Daredevils,Delhi,134,79,7,192,8.487804878,10.17721519,0
Kolkata Knight Riders,Rajasthan Royals,Kolkata,44,58,8,133,8.612903226,4.551724138,1
Rajasthan Royals,Mumbai Indians,Ahmedabad,63,17,3,179,6.757281553,22.23529412,0
Chennai Super Kings,Mumbai Indians,Mumbai,116,90,10,184,13.6,7.733333333,1
Delhi Capitals,Kings XI Punjab,Delhi,50,42,9,169,9.153846154,7.142857143,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,1,17,8,167,9.669902913,0.352941176,1
Kings XI Punjab,Delhi Daredevils,Delhi,115,52,5,189,6.529411765,13.26923077,0
Chennai Super Kings,Deccan Chargers,Chennai,120,58,5,191,6.870967742,12.4137931,0
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,4,12,6,206,11.22222222,2.0,1
Kolkata Knight Riders,Delhi Daredevils,Kolkata,158,116,10,161,4.5,8.172413793,1
Mumbai Indians,Rajasthan Royals,Durban,39,22,4,146,6.551020408,10.63636364,0
Mumbai Indians,Deccan Chargers,Centurion,87,70,8,146,7.08,7.457142857,0
Chennai Super Kings,Kolkata Knight Riders,Kolkata,49,37,7,159,7.951807229,7.945945946,1
Rajasthan Royals,Royal Challengers Bangalore,Bangalore,130,69,8,191,7.176470588,11.30434783,1
Royal Challengers Bangalore,Kings XI Punjab,Bengaluru,122,86,8,162,7.058823529,8.511627907,1
Deccan Chargers,Chennai Super Kings,Chennai,73,70,9,145,8.64,6.257142857,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,36,23,5,130,5.81443299,9.391304348,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,164,111,10,173,6.0,8.864864865,0
Mumbai Indians,Delhi Daredevils,Delhi,131,67,7,208,8.716981132,11.73134328,0
Kolkata Knight Riders,Rajasthan Royals,Kolkata,87,79,8,145,8.487804878,6.607594937,1
Chennai Super Kings,Kings XI Punjab,Dharamsala,161,91,8,193,6.620689655,10.61538462,1
Royal Challengers Bangalore,Rajasthan Royals,Ahmedabad,66,73,9,131,8.29787234,5.424657534,1
Rajasthan Royals,Mumbai Indians,Jaipur,122,93,9,172,11.11111111,7.870967742,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,162,69,8,231,8.117647059,14.08695652,0
Rajasthan Royals,Royal Challengers Bangalore,Cape Town,126,98,8,134,2.181818182,7.714285714,0
Royal Challengers Bangalore,Kings XI Punjab,Bangalore,51,36,3,139,6.285714286,8.5,0
Rajasthan Royals,Royal Challengers Bangalore,Pune,104,49,7,181,6.507042254,12.73469388,0
Deccan Chargers,Rajasthan Royals,Nagpur,99,74,8,160,7.956521739,8.027027027,0
Royal Challengers Bangalore,Deccan Chargers,Bangalore,39,19,6,182,8.495049505,12.31578947,1
Kings XI Punjab,Mumbai Indians,Mumbai,128,95,10,164,8.64,8.084210526,1
Chennai Super Kings,Royal Challengers Bangalore,Pune,11,14,6,132,6.849056604,4.714285714,1
Deccan Chargers,Chennai Super Kings,Durban,93,78,9,166,10.42857143,7.153846154,1
Deccan Chargers,Mumbai Indians,Mumbai,105,54,6,179,6.727272727,11.66666667,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,102,55,8,208,9.784615385,11.12727273,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,121,34,5,231,7.674418605,21.35294118,0
Kings XI Punjab,Rajasthan Royals,Jaipur,142,79,8,192,7.317073171,10.78481013,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,68,58,10,172,10.06451613,7.034482759,1
Mumbai Indians,Kolkata Knight Riders,Kolkata,78,40,6,176,7.35,11.7,1
Rajasthan Royals,Chennai Super Kings,Centurion,48,12,4,165,6.5,24.0,0
Delhi Daredevils,Kolkata Knight Riders,Delhi,142,115,10,149,8.4,7.408695652,0
Kolkata Knight Riders,Rajasthan Royals,Kolkata,71,66,7,145,8.222222222,6.454545455,1
Royal Challengers Bangalore,Kings XI Punjab,Bengaluru,113,78,8,162,7.0,8.692307692,1
Deccan Chargers,Chennai Super Kings,Visakhapatnam,150,85,9,194,7.542857143,10.58823529,0
Sunrisers Hyderabad,Delhi Capitals,Delhi,69,86,10,135,11.64705882,4.813953488,1
Kings XI Punjab,Deccan Chargers,Chandigarh,81,69,9,176,11.17647059,7.043478261,1
Delhi Capitals,Royal Challengers Bangalore,Bengaluru,93,83,9,155,10.05405405,6.722891566,1
Mumbai Indians,Royal Challengers Bangalore,Bengaluru,76,47,5,174,8.054794521,9.70212766,0
Rajasthan Royals,Sunrisers Hyderabad,Ahmedabad,94,80,6,135,6.15,7.05,0
Delhi Daredevils,Kings XI Punjab,Chandigarh,79,56,7,143,6.0,8.464285714,1
Sunrisers Hyderabad,Kings XI Punjab,Mohali,183,108,8,202,9.5,10.16666667,0
Mumbai Indians,Chennai Super Kings,Chennai,139,70,8,209,8.4,11.91428571,0
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,199,97,9,233,8.869565217,12.30927835,0
Royal Challengers Bangalore,Deccan Chargers,Hyderabad,135,93,9,166,6.888888889,8.709677419,1
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,103,42,5,186,6.384615385,14.71428571,0
Kolkata Knight Riders,Chennai Super Kings,Chennai,101,67,9,191,10.18867925,9.044776119,1
Kings XI Punjab,Rajasthan Royals,Durban,98,23,3,212,7.051546392,25.56521739,0
Sunrisers Hyderabad,Delhi Daredevils,Visakhapatnam,9,4,3,168,8.224137931,13.5,0
Mumbai Indians,Deccan Chargers,Durban,30,14,5,169,7.867924528,12.85714286,0
Mumbai Indians,Deccan Chargers,Mumbai,85,58,7,136,4.935483871,8.793103448,0
Deccan Chargers,Chennai Super Kings,Chennai,165,119,10,166,6.0,8.319327731,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,118,103,7,132,4.941176471,6.873786408,0
Mumbai Indians,Kings XI Punjab,Chandigarh,78,37,6,169,6.578313253,12.64864865,1
Kings XI Punjab,Kolkata Knight Riders,Chandigarh,179,112,9,184,3.75,9.589285714,0
Deccan Chargers,Kolkata Knight Riders,Kolkata,29,11,3,164,7.431192661,15.81818182,0
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,1,6,5,186,9.736842105,1.0,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,93,65,8,163,7.636363636,8.584615385,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,77,44,8,157,6.315789474,10.5,0
Chennai Super Kings,Rajasthan Royals,Ahmedabad,23,7,4,178,8.230088496,19.71428571,0
Delhi Daredevils,Royal Challengers Bangalore,Bangalore,46,57,8,155,10.38095238,4.842105263,1
Delhi Daredevils,Sunrisers Hyderabad,Unknown,64,27,8,185,7.806451613,14.22222222,0
Delhi Daredevils,Deccan Chargers,Hyderabad,135,113,10,143,6.857142857,7.168141593,1
Delhi Daredevils,Mumbai Indians,Visakhapatnam,158,86,8,207,8.647058824,11.02325581,0
Chennai Super Kings,Delhi Daredevils,Delhi,167,112,10,172,3.75,8.946428571,0
Delhi Daredevils,Royal Challengers Bangalore,Bangalore,180,114,9,187,7.0,9.473684211,0
Delhi Daredevils,Chennai Super Kings,Delhi,42,67,8,111,7.811320755,3.76119403,1
Mumbai Indians,Royal Challengers Bangalore,Chennai,139,86,8,186,8.294117647,9.697674419,0
Kolkata Knight Riders,Kings XI Punjab,Kolkata,129,89,9,184,10.64516129,8.696629213,1
Sunrisers Hyderabad,Kings XI Punjab,Sharjah,143,74,6,194,6.652173913,11.59459459,0
Sunrisers Hyderabad,Kings XI Punjab,Mohali,179,102,8,202,7.666666667,10.52941176,0
Deccan Chargers,Mumbai Indians,Mumbai,58,71,10,155,11.87755102,4.901408451,1
Rajasthan Royals,Mumbai Indians,Ahmedabad,25,20,7,165,8.4,7.5,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,56,55,7,148,8.492307692,6.109090909,1
Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,128,77,8,193,9.069767442,9.974025974,0
Mumbai Indians,Sunrisers Hyderabad,Mumbai,98,54,9,179,7.363636364,10.88888889,1
Kings XI Punjab,Deccan Chargers,Kimberley,3,3,3,169,8.512820513,6.0,1
Chennai Super Kings,Kings XI Punjab,Pune,136,94,9,165,6.692307692,8.680851064,1
Kolkata Knight Riders,Chennai Super Kings,Chennai,22,7,6,201,9.504424779,18.85714286,0
Royal Challengers Bangalore,Kings XI Punjab,Bangalore,111,42,4,199,6.769230769,15.85714286,0
Delhi Capitals,Kolkata Knight Riders,Delhi,167,101,9,194,8.526315789,9.920792079,1
Delhi Daredevils,Sunrisers Hyderabad,Raipur,34,21,6,164,7.878787879,9.714285714,0
Kolkata Knight Riders,Kings XI Punjab,Mohali,16,19,7,187,10.15841584,5.052631579,1
Kolkata Knight Riders,Chennai Super Kings,Chennai,128,71,8,201,8.93877551,10.81690141,0
Delhi Daredevils,Sunrisers Hyderabad,Hyderabad,3,12,7,147,8.0,1.5,1
Chennai Super Kings,Royal Challengers Bangalore,Pune,19,17,6,132,6.582524272,6.705882353,1
Rajasthan Royals,Mumbai Indians,Mumbai,101,60,8,188,8.7,10.1,0
Rajasthan Royals,Kings XI Punjab,Chandigarh,221,117,10,222,2.0,11.33333333,0
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,214,110,9,223,5.4,11.67272727,0
Delhi Daredevils,Royal Challengers Bangalore,Bangalore,132,104,10,155,8.625,7.615384615,1
Mumbai Indians,Sunrisers Hyderabad,Hyderabad,98,68,9,158,6.923076923,8.647058824,1
Kings XI Punjab,Mumbai Indians,Mumbai,9,6,6,164,8.157894737,9.0,1
Mumbai Indians,Delhi Capitals,Mumbai,182,92,9,220,8.142857143,11.86956522,0
Delhi Daredevils,Sunrisers Hyderabad,Delhi,146,96,10,186,10.0,9.125,1
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,112,86,9,180,12.0,7.813953488,0
Chennai Super Kings,Sunrisers Hyderabad,Sharjah,57,52,9,146,7.852941176,6.576923077,1
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,67,47,8,204,11.26027397,8.553191489,1
Delhi Capitals,Sunrisers Hyderabad,Visakhapatnam,115,82,10,172,9.0,8.414634146,1
Kolkata Knight Riders,Delhi Daredevils,Delhi,173,110,10,178,3.0,9.436363636,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,149,80,8,183,5.1,11.175,0
Chennai Super Kings,Mumbai Indians,Mumbai,141,97,10,184,11.2173913,8.721649485,1
Delhi Capitals,Rajasthan Royals,Jaipur,96,50,8,197,8.657142857,11.52,1
Mumbai Indians,Chennai Super Kings,Mumbai,25,42,9,157,10.15384615,3.571428571,1
Kings XI Punjab,Royal Challengers Bangalore,Durban,89,67,10,146,6.452830189,7.970149254,0
Kings XI Punjab,Chennai Super Kings,Durban,49,18,3,117,4.0,16.33333333,0
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,13,21,7,159,8.848484848,3.714285714,1
Kings XI Punjab,Royal Challengers Bangalore,Durban,44,24,7,146,6.375,11.0,0
Chennai Super Kings,Royal Challengers Bangalore,Pune,69,66,8,132,7.0,6.272727273,1
Mumbai Indians,Chennai Super Kings,Bangalore,84,32,3,188,7.090909091,15.75,0
Delhi Daredevils,Chennai Super Kings,Chennai,108,112,8,113,3.75,5.785714286,1
Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,136,87,7,164,5.090909091,9.379310345,1
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,133,99,9,145,3.428571429,8.060606061,1
Kolkata Knight Riders,Kings XI Punjab,Chandigarh,169,112,10,179,7.5,9.053571429,0
Rajasthan Royals,Kolkata Knight Riders,Kolkata,150,99,10,180,8.571428571,9.090909091,0
Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,138,103,9,151,4.588235294,8.038834951,0
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,92,71,7,143,6.244897959,7.774647887,0
Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,65,32,8,182,7.977272727,12.1875,1
Kolkata Knight Riders,Delhi Daredevils,Kolkata,22,22,6,129,6.551020408,6.0,1
Delhi Daredevils,Royal Challengers Bangalore,Bangalore,46,17,5,187,8.213592233,16.23529412,0
Delhi Daredevils,Kings XI Punjab,Delhi,34,55,9,112,7.2,3.709090909,1
Chennai Super Kings,Delhi Daredevils,Delhi,88,54,7,188,9.090909091,9.777777778,1
Delhi Daredevils,Rajasthan Royals,Ahmedabad,196,115,10,202,7.2,10.22608696,0
Kings XI Punjab,Deccan Chargers,Kimberley,110,74,8,169,7.695652174,8.918918919,1
Kolkata Knight Riders,Royal Challengers Bangalore,Ranchi,12,13,5,116,5.831775701,5.538461538,1
Mumbai Indians,Kings XI Punjab,Chandigarh,132,86,7,164,5.647058824,9.209302326,0
Mumbai Indians,Chennai Super Kings,Chennai,104,93,8,137,7.333333333,6.709677419,1
Sunrisers Hyderabad,Delhi Daredevils,Delhi,133,80,9,191,8.7,9.975,1
Mumbai Indians,Royal Challengers Bangalore,Chennai,114,66,7,186,8.0,10.36363636,0
Rajasthan Royals,Kings XI Punjab,Chandigarh,125,75,9,180,7.333333333,10.0,0
Kings XI Punjab,Mumbai Indians,Mumbai,178,104,10,198,7.5,10.26923077,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,54,48,7,130,6.333333333,6.75,0
Kings XI Punjab,Delhi Daredevils,Chandigarh,38,33,6,159,8.344827586,6.909090909,1
Rajasthan Royals,Chennai Super Kings,Chennai,56,19,7,247,11.34653465,17.68421053,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,107,85,10,142,6.0,7.552941176,1
Delhi Daredevils,Mumbai Indians,Mumbai,74,28,4,184,7.173913043,15.85714286,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,56,35,6,166,7.764705882,9.6,1
Mumbai Indians,Delhi Daredevils,Delhi,153,96,9,187,8.5,9.5625,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,149,100,10,188,11.7,8.94,0
Kolkata Knight Riders,Kings XI Punjab,Chandigarh,42,30,7,158,7.733333333,8.4,0
Chennai Super Kings,Delhi Capitals,Delhi,67,68,9,155,10.15384615,5.911764706,1
Kings XI Punjab,Delhi Daredevils,Bloemfontein,86,93,9,121,7.777777778,5.548387097,1
Mumbai Indians,Kings XI Punjab,Chandigarh,97,46,7,169,5.837837838,12.65217391,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,67,23,7,196,7.979381443,17.47826087,0
Rajasthan Royals,Deccan Chargers,Hyderabad,30,22,8,138,6.612244898,8.181818182,1
Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,157,104,10,176,7.125,9.057692308,0
Rajasthan Royals,Deccan Chargers,Jaipur,73,34,7,197,8.651162791,12.88235294,1
Royal Challengers Bangalore,Deccan Chargers,Cape Town,146,75,7,185,5.2,11.68,0
Delhi Daredevils,Royal Challengers Bangalore,Port Elizabeth,139,110,10,150,6.6,7.581818182,1
Mumbai Indians,Royal Challengers Bangalore,Bengaluru,17,17,5,174,9.145631068,6.0,0
Delhi Daredevils,Kolkata Knight Riders,Kolkata,21,4,2,182,8.327586207,31.5,0
Mumbai Indians,Royal Challengers Bangalore,Mumbai,37,28,7,171,8.739130435,7.928571429,1
Kings XI Punjab,Kolkata Knight Riders,Kolkata,101,41,7,224,9.341772152,14.7804878,0
Delhi Capitals,Sunrisers Hyderabad,Visakhapatnam,147,102,10,172,8.333333333,8.647058824,1
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,112,85,9,180,11.65714286,7.905882353,0
Kings XI Punjab,Rajasthan Royals,Chandigarh,82,60,8,184,10.2,8.2,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,111,76,6,174,8.590909091,8.763157895,0
Kings XI Punjab,Rajasthan Royals,Durban,140,50,5,212,6.171428571,16.8,0
Deccan Chargers,Mumbai Indians,Mumbai,86,34,4,179,6.488372093,15.17647059,0
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,115,56,6,187,6.75,12.32142857,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,149,98,10,173,6.545454545,9.12244898,0
Mumbai Indians,Kings XI Punjab,Mumbai,150,97,9,190,10.43478261,9.278350515,0
